ID,Segment,Country,Product,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Sales,COGS,Profit,Date,Month Number,Month Name,Year,Price
912,Corporate,United States,Monitor,High,51,275,436,22236,4447.2,17788.8,14025,3763.8,6/30/2025,6,June,2025,436
913,Consumer,Germany,Tablet,High,19,125,478,9082,1816.4,7265.6,2375,4890.6,7/1/2025,7,July,2025,478
914,Home Office,France,Smartphone,Medium,21,219,547,11487,1148.7,10338.3,4599,5739.3,7/2/2025,7,July,2025,547
915,Corporate,Italy,Smartphone,High,5,58,826,4130,826,3304,290,3014,7/3/2025,7,July,2025,826
916,Consumer,United Kingdom,Monitor,Low,82,256,303,24846,1242.3,23603.7,20992,2611.7,7/4/2025,7,July,2025,303
917,Consumer,United Kingdom,Monitor,High,92,89,829,76268,15253.6,61014.4,8188,52826.4,7/5/2025,7,July,2025,829
918,Consumer,United Kingdom,Monitor,Low,42,74,716,30072,1503.6,28568.4,3108,25460.4,7/6/2025,7,July,2025,716
919,Home Office,United States,Laptop,High,61,54,1179,71919,14383.8,57535.2,3294,54241.2,7/7/2025,7,July,2025,1179
920,Corporate,France,Headphones,Medium,22,188,1071,23562,2356.2,21205.8,4136,17069.8,7/8/2025,7,July,2025,1071
921,Home Office,Germany,Headphones,Low,21,236,447,9387,469.35,8917.65,4956,3961.65,7/9/2025,7,July,2025,447
922,Consumer,United States,Headphones,Low,70,275,563,39410,1970.5,37439.5,19250,18189.5,7/10/2025,7,July,2025,563
923,Consumer,Germany,Tablet,High,1,265,520,520,104,416,265,151,7/11/2025,7,July,2025,520
924,Home Office,France,Smartphone,Medium,5,173,832,4160,416,3744,865,2879,7/12/2025,7,July,2025,832
925,Consumer,Germany,Laptop,High,12,256,485,5820,1164,4656,3072,1584,7/13/2025,7,July,2025,485
926,Home Office,United States,Monitor,High,90,87,348,31320,6264,25056,7830,17226,7/14/2025,7,July,2025,348
927,Consumer,France,Smartphone,High,46,121,283,13018,2603.6,10414.4,5566,4848.4,7/15/2025,7,July,2025,283
928,Corporate,France,Tablet,Low,34,182,1165,39610,1980.5,37629.5,6188,31441.5,7/16/2025,7,July,2025,1165
929,Consumer,United Kingdom,Monitor,Low,49,225,605,29645,1482.25,28162.75,11025,17137.75,7/17/2025,7,July,2025,605
930,Corporate,Germany,Laptop,High,78,139,1177,91806,18361.2,73444.8,10842,62602.8,7/18/2025,7,July,2025,1177
931,Consumer,France,Monitor,Low,90,195,655,58950,2947.5,56002.5,17550,38452.5,7/19/2025,7,July,2025,655
932,Corporate,United Kingdom,Monitor,High,45,247,942,42390,8478,33912,11115,22797,7/20/2025,7,July,2025,942
933,Corporate,United States,Laptop,High,27,86,999,26973,5394.6,21578.4,2322,19256.4,7/21/2025,7,July,2025,999
934,Consumer,United Kingdom,Monitor,High,73,109,360,26280,5256,21024,7957,13067,7/22/2025,7,July,2025,360
935,Corporate,Italy,Laptop,Medium,26,225,983,25558,2555.8,23002.2,5850,17152.2,7/23/2025,7,July,2025,983
936,Corporate,Italy,Headphones,Low,47,254,659,30973,1548.65,29424.35,11938,17486.35,7/24/2025,7,July,2025,659
937,Consumer,Germany,Laptop,High,86,77,749,64414,12882.8,51531.2,6622,44909.2,7/25/2025,7,July,2025,749
938,Consumer,United States,Monitor,Medium,56,246,699,39144,3914.4,35229.6,13776,21453.6,7/26/2025,7,July,2025,699
939,Home Office,United Kingdom,Smartphone,Low,94,254,937,88078,4403.9,83674.1,23876,59798.1,7/27/2025,7,July,2025,937
940,Home Office,United Kingdom,Smartphone,Low,63,130,708,44604,2230.2,42373.8,8190,34183.8,7/28/2025,7,July,2025,708
941,Home Office,Germany,Headphones,High,48,163,853,40944,8188.8,32755.2,7824,24931.2,7/29/2025,7,July,2025,853
942,Corporate,Germany,Laptop,High,61,89,1003,61183,12236.6,48946.4,5429,43517.4,7/30/2025,7,July,2025,1003
943,Home Office,Italy,Laptop,High,81,94,680,55080,11016,44064,7614,36450,7/31/2025,7,July,2025,680
944,Consumer,Italy,Laptop,High,26,273,862,22412,4482.4,17929.6,7098,10831.6,8/1/2025,8,August,2025,862
945,Corporate,Italy,Tablet,High,36,111,313,11268,2253.6,9014.4,3996,5018.4,8/2/2025,8,August,2025,313
946,Consumer,Germany,Laptop,High,1,142,948,948,189.6,758.4,142,616.4,8/3/2025,8,August,2025,948
947,Consumer,United States,Smartphone,Low,8,164,777,6216,310.8,5905.2,1312,4593.2,8/4/2025,8,August,2025,777
948,Corporate,France,Monitor,Low,99,235,560,55440,2772,52668,23265,29403,8/5/2025,8,August,2025,560
949,Consumer,Italy,Laptop,Medium,52,116,540,28080,2808,25272,6032,19240,8/6/2025,8,August,2025,540
950,Home Office,Germany,Headphones,Medium,79,105,969,76551,7655.1,68895.9,8295,60600.9,8/7/2025,8,August,2025,969
951,Home Office,United States,Laptop,High,47,89,1186,55742,11148.4,44593.6,4183,40410.6,8/8/2025,8,August,2025,1186
952,Home Office,United Kingdom,Monitor,High,56,147,960,53760,10752,43008,8232,34776,8/9/2025,8,August,2025,960
953,Consumer,France,Headphones,Medium,86,89,1168,100448,10044.8,90403.2,7654,82749.2,8/10/2025,8,August,2025,1168
954,Home Office,Germany,Tablet,High,14,140,648,9072,1814.4,7257.6,1960,5297.6,8/11/2025,8,August,2025,648
955,Corporate,Germany,Monitor,Low,90,254,1042,93780,4689,89091,22860,66231,8/12/2025,8,August,2025,1042
956,Corporate,France,Smartphone,High,28,286,1034,28952,5790.4,23161.6,8008,15153.6,8/13/2025,8,August,2025,1034
957,Corporate,United Kingdom,Laptop,High,87,82,379,32973,6594.6,26378.4,7134,19244.4,8/14/2025,8,August,2025,379
958,Consumer,United Kingdom,Monitor,Low,78,55,901,70278,3513.9,66764.1,4290,62474.1,8/15/2025,8,August,2025,901
959,Home Office,Italy,Smartphone,Medium,88,265,606,53328,5332.8,47995.2,23320,24675.2,8/16/2025,8,August,2025,606
960,Corporate,United States,Laptop,Medium,2,196,865,1730,173,1557,392,1165,8/17/2025,8,August,2025,865
961,Home Office,United States,Headphones,Low,26,129,395,10270,513.5,9756.5,3354,6402.5,8/18/2025,8,August,2025,395
962,Corporate,United Kingdom,Headphones,Medium,14,217,665,9310,931,8379,3038,5341,8/19/2025,8,August,2025,665
963,Consumer,Germany,Headphones,Medium,59,141,510,30090,3009,27081,8319,18762,8/20/2025,8,August,2025,510
964,Home Office,United Kingdom,Laptop,High,56,146,461,25816,5163.2,20652.8,8176,12476.8,8/21/2025,8,August,2025,461
965,Consumer,Germany,Headphones,Medium,7,108,618,4326,432.6,3893.4,756,3137.4,8/22/2025,8,August,2025,618
966,Consumer,United States,Laptop,Medium,3,108,605,1815,181.5,1633.5,324,1309.5,8/23/2025,8,August,2025,605
967,Home Office,France,Tablet,High,23,97,1138,26174,5234.8,20939.2,2231,18708.2,8/24/2025,8,August,2025,1138
968,Consumer,France,Laptop,Medium,18,218,342,6156,615.6,5540.4,3924,1616.4,8/25/2025,8,August,2025,342
969,Home Office,France,Smartphone,High,38,62,541,20558,4111.6,16446.4,2356,14090.4,8/26/2025,8,August,2025,541
970,Consumer,Italy,Monitor,High,99,156,515,50985,10197,40788,15444,25344,8/27/2025,8,August,2025,515
971,Corporate,United States,Headphones,Medium,15,94,300,4500,450,4050,1410,2640,8/28/2025,8,August,2025,300
972,Home Office,Germany,Monitor,Low,64,138,443,28352,1417.6,26934.4,8832,18102.4,8/29/2025,8,August,2025,443
973,Consumer,United States,Laptop,Low,89,230,689,61321,3066.05,58254.95,20470,37784.95,8/30/2025,8,August,2025,689
974,Corporate,Italy,Laptop,High,28,219,211,5908,1181.6,4726.4,6132,-1405.6,8/31/2025,8,August,2025,211
975,Home Office,Germany,Smartphone,Medium,74,149,438,32412,3241.2,29170.8,11026,18144.8,9/1/2025,9,September,2025,438
976,Consumer,Italy,Smartphone,High,39,240,760,29640,5928,23712,9360,14352,9/2/2025,9,September,2025,760
977,Consumer,France,Smartphone,High,57,204,241,13737,2747.4,10989.6,11628,-638.4,9/3/2025,9,September,2025,241
978,Corporate,United Kingdom,Smartphone,Low,17,215,877,14909,745.45,14163.55,3655,10508.55,9/4/2025,9,September,2025,877
979,Corporate,United States,Headphones,High,86,237,793,68198,13639.6,54558.4,20382,34176.4,9/5/2025,9,September,2025,793
980,Corporate,United Kingdom,Tablet,Low,90,56,628,56520,2826,53694,5040,48654,9/6/2025,9,September,2025,628
981,Corporate,France,Laptop,High,44,182,1002,44088,8817.6,35270.4,8008,27262.4,9/7/2025,9,September,2025,1002
982,Corporate,Italy,Headphones,High,25,284,357,8925,1785,7140,7100,40,9/8/2025,9,September,2025,357
983,Corporate,Italy,Headphones,High,17,94,415,7055,1411,5644,1598,4046,9/9/2025,9,September,2025,415
984,Corporate,Germany,Headphones,Low,13,107,869,11297,564.85,10732.15,1391,9341.15,9/10/2025,9,September,2025,869
985,Home Office,United States,Tablet,High,84,298,661,55524,11104.8,44419.2,25032,19387.2,9/11/2025,9,September,2025,661
986,Consumer,United Kingdom,Smartphone,High,25,292,333,8325,1665,6660,7300,-640,9/12/2025,9,September,2025,333
987,Corporate,France,Monitor,Low,68,80,266,18088,904.4,17183.6,5440,11743.6,9/13/2025,9,September,2025,266
988,Home Office,United Kingdom,Monitor,Low,10,72,1047,10470,523.5,9946.5,720,9226.5,9/14/2025,9,September,2025,1047
989,Consumer,France,Tablet,Low,67,219,206,13802,690.1,13111.9,14673,-1561.1,9/15/2025,9,September,2025,206
990,Home Office,Italy,Headphones,Medium,18,187,1147,20646,2064.6,18581.4,3366,15215.4,9/16/2025,9,September,2025,1147
991,Home Office,United States,Smartphone,Low,86,209,725,62350,3117.5,59232.5,17974,41258.5,9/17/2025,9,September,2025,725
992,Corporate,United States,Headphones,Medium,34,156,272,9248,924.8,8323.2,5304,3019.2,9/18/2025,9,September,2025,272
993,Corporate,Germany,Smartphone,Low,8,230,598,4784,239.2,4544.8,1840,2704.8,9/19/2025,9,September,2025,598
994,Home Office,United States,Tablet,Medium,40,207,604,24160,2416,21744,8280,13464,9/20/2025,9,September,2025,604
995,Consumer,Germany,Monitor,High,83,88,874,72542,14508.4,58033.6,7304,50729.6,9/21/2025,9,September,2025,874
996,Corporate,Germany,Laptop,Low,42,208,777,32634,1631.7,31002.3,8736,22266.3,9/22/2025,9,September,2025,777
997,Home Office,Italy,Laptop,Low,41,131,1058,43378,2168.9,41209.1,5371,35838.1,9/23/2025,9,September,2025,1058
998,Home Office,Germany,Headphones,High,6,149,329,1974,394.8,1579.2,894,685.2,9/24/2025,9,September,2025,329
999,Consumer,Italy,Tablet,Low,52,51,1130,58760,2938,55822,2652,53170,9/25/2025,9,September,2025,1130
1000,Consumer,France,Laptop,Low,26,255,665,17290,864.5,16425.5,6630,9795.5,9/26/2025,9,September,2025,665
